conid,landing_ok,landing_objective,landing_mstar,landing_overall_ratings,landing_mf_key_ratios,landing_risk_statistics,landing_top10,landing_key_profile,landing_ownership,landing_dividends,landing_mf_esg,yield_profile,status_profile,yield_holdings,status_holdings,yield_ratios,status_ratios,yield_lipper,status_lipper,yield_esg,status_esg,yield_divs,status_divs,yield_mstar,status_mstar,yield_owner,status_owner,yield_sma_tick,status_sma_tick,yield_sma_high_low,status_sma_high_low,yield_sma_search,status_sma_search,yield_perf,status_perf,period_perf,attempts_perf,yield_risk,status_risk,period_risk,attempts_risk
532462865,True,False,False,False,False,False,False,True,False,True,False,True,200,True,200,False,200,False,200,False,400,True,200,True,200,False,404,False,404,False,404,False,200,False,200,,10Y:200:0|5Y:200:0|3Y:200:0|1Y:200:0|6M:200:0,False,200,,10Y:200:0|5Y:200:0|3Y:200:0|1Y:200:0|6M:200:0
810312988,True,False,False,False,False,False,False,True,False,True,False,True,200,True,200,False,200,False,200,False,400,True,200,False,404,False,404,False,404,False,404,False,200,False,200,,10Y:200:0|5Y:200:0|3Y:200:0|1Y:200:0|6M:200:0,False,200,,10Y:200:0|5Y:200:0|3Y:200:0|1Y:200:0|6M:200:0
732138353,True,True,True,False,True,True,True,True,False,True,True,True,200,True,200,True,200,False,200,False,400,True,200,True,200,False,404,False,404,False,404,False,200,True,200,10Y,10Y:200:1,True,200,1Y,10Y:200:0|5Y:200:0|3Y:200:0|1Y:200:1
257944560,True,True,False,True,True,True,True,True,False,True,False,True,200,True,200,True,200,True,200,False,400,True,200,True,200,False,404,False,404,True,200,True,200,True,200,10Y,10Y:200:1,True,200,10Y,10Y:200:1
788809254,True,False,False,False,False,False,False,True,False,True,False,True,200,True,200,False,200,False,200,False,400,True,200,True,200,False,404,False,404,False,404,False,200,False,200,,10Y:200:0|5Y:200:0|3Y:200:0|1Y:200:0|6M:200:0,False,200,,10Y:200:0|5Y:200:0|3Y:200:0|1Y:200:0|6M:200:0
687083710,True,True,False,False,True,True,True,True,False,True,False,True,200,True,200,True,200,False,200,False,400,True,200,True,200,False,404,False,404,False,404,False,200,True,200,10Y,10Y:200:1,True,200,10Y,10Y:200:1
773302468,True,True,False,False,True,False,True,True,False,True,False,True,200,True,200,True,200,False,200,False,400,True,200,True,200,False,404,False,404,False,404,False,200,True,200,10Y,10Y:200:1,True,200,10Y,10Y:200:1
236798101,True,True,False,True,True,True,True,True,False,True,True,True,200,True,200,True,200,True,200,False,400,True,200,True,200,False,404,False,404,False,404,True,200,True,200,10Y,10Y:200:1,True,200,10Y,10Y:200:1
550122885,True,True,True,True,True,True,True,True,False,True,True,True,200,True,200,True,200,True,200,False,400,True,200,True,200,False,404,False,404,False,404,False,200,True,200,10Y,10Y:200:1,True,200,10Y,10Y:200:1
631510102,True,True,False,False,False,True,True,True,False,True,False,True,200,True,200,True,200,False,200,False,400,True,200,True,200,False,404,False,404,True,200,True,200,True,200,10Y,10Y:200:1,True,200,1Y,10Y:200:0|5Y:200:0|3Y:200:0|1Y:200:1
